time,y,true_probs,laplace,k29_poly3,k29_rbf0.01,constant_0.5,constant_0,constant_1,random,mix_01_noiseless,mix_01,mix_10_noiseless,mix_10,k29
21,0,0.4871465337055966,0.5476190476190477,0.52734375,0.6044921875,0.5,0.0,1.0,0.6174892829054861,0.2,0.0,0.8,0.0,0.6044921875
22,1,0.6366463470549686,0.5227272727272727,0.3896484375,0.599609375,0.5,0.0,1.0,0.6751905451030368,0.2,0.0,0.8,0.0,0.599609375
23,1,0.4334805326513386,0.5434782608695652,0.30859375,0.5927734375,0.5,0.0,1.0,0.271704380501838,0.2,0.08152041070194582,0.8,0.9153304084439693,0.5927734375
24,0,0.535151007009302,0.5625,0.44140625,0.59765625,0.5,0.0,1.0,0.2049324009266118,0.2,0.0,0.8,0.44413076440731436,0.59765625
25,1,0.5903470181651809,0.54,0.5732421875,0.6005859375,0.5,0.0,1.0,0.966311853071486,0.2,0.0,0.8,0.0,0.6005859375
26,0,0.5094012297760875,0.5576923076923077,0.4189453125,0.595703125,0.5,0.0,1.0,0.4001134886475871,0.2,1.0,0.8,1.0,0.595703125
27,0,0.4256500750646191,0.5370370370370371,0.544921875,0.5986328125,0.5,0.0,1.0,0.603751759771834,0.2,0.41254518165749626,0.8,0.8731011957061706,0.5986328125
28,0,0.407827462374158,0.5178571428571429,0.4111328125,0.5947265625,0.5,0.0,1.0,0.5561493504259235,0.2,1.0,0.8,0.7624721196157782,0.5947265625
29,1,0.4542274174332661,0.5,0.3310546875,0.587890625,0.5,0.0,1.0,0.6750219672466641,0.2,1.0,0.8,0.7650406652902375,0.587890625
30,1,0.5220195123470049,0.5166666666666667,0.2724609375,0.5751953125,0.5,0.0,1.0,0.5241158514076779,0.2,0.2145940980350642,0.8,1.0,0.5751953125
31,0,0.3990381816461264,0.532258064516129,0.3935546875,0.58203125,0.5,0.0,1.0,0.4175757108499597,0.2,0.00206695199888135,0.8,0.497391509398058,0.58203125
32,0,0.4790824425128287,0.515625,0.51171875,0.5869140625,0.5,0.0,1.0,0.594276121530496,0.2,0.8921739293700761,0.8,1.0,0.5869140625
33,0,0.4840774990085522,0.5,0.3994140625,0.5810546875,0.5,0.0,1.0,0.3022559677688641,0.2,0.0,0.8,0.0,0.5810546875
34,0,0.5540845584685807,0.4852941176470588,0.3271484375,0.57421875,0.5,0.0,1.0,0.3620063909769188,0.2,0.25838573843182755,0.8,1.0,0.57421875
35,1,0.5214659122506341,0.4714285714285714,0.2724609375,0.5673828125,0.5,0.0,1.0,0.6043570271023188,0.2,0.2318824997754689,0.8,1.0,0.5673828125
36,1,0.5355372709039922,0.4861111111111111,0.2294921875,0.556640625,0.5,0.0,1.0,0.2339891686962091,0.2,0.5641299563824447,0.8,0.8799121120694644,0.556640625
37,0,0.434617139058166,0.5,0.3466796875,0.5634765625,0.5,0.0,1.0,0.3194509815053643,0.2,0.8721431095366143,0.8,0.0,0.5634765625
38,0,0.487038636630723,0.4868421052631579,0.45703125,0.5673828125,0.5,0.0,1.0,0.0564211358824972,0.2,1.0,0.8,0.0,0.5673828125
39,1,0.578397547006133,0.4743589743589743,0.37109375,0.5625,0.5,0.0,1.0,0.6540588467777645,0.2,0.0,0.8,0.3335090441178354,0.5625
40,1,0.649343114522076,0.4875,0.30859375,0.5556640625,0.5,0.0,1.0,0.0379364561342518,0.2,0.4093371828652505,0.8,0.38001246671550654,0.5556640625
41,0,0.374093446789588,0.5,0.4169921875,0.560546875,0.5,0.0,1.0,0.6894137048794015,0.2,0.09731519826670643,0.8,0.5158051647188386,0.560546875
42,0,0.6513923774739063,0.4880952380952381,0.5244140625,0.564453125,0.5,0.0,1.0,0.8752687719160004,0.2,0.0,0.8,0.6175702088483148,0.564453125
43,1,0.6345875423782305,0.4767441860465116,0.4169921875,0.5595703125,0.5,0.0,1.0,0.0274308411005631,0.2,0.8130558843185887,0.8,1.0,0.5595703125
44,0,0.5781311400700427,0.4886363636363636,0.345703125,0.5546875,0.5,0.0,1.0,0.0020220676884638,0.2,1.0,0.8,0.837978118091564,0.5546875
45,1,0.5264455630329303,0.4777777777777778,0.44921875,0.55859375,0.5,0.0,1.0,0.276085772102272,0.2,1.0,0.8,0.537013399444189,0.55859375
46,0,0.4686077185463572,0.4891304347826087,0.3701171875,0.5546875,0.5,0.0,1.0,0.9787686921250788,0.2,0.0,0.8,1.0,0.5546875
47,1,0.6458020683536959,0.4787234042553192,0.4716796875,0.5576171875,0.5,0.0,1.0,0.5714504433036238,0.2,0.0,0.8,0.0,0.5576171875
48,1,0.6960258316449965,0.4895833333333333,0.3876953125,0.5537109375,0.5,0.0,1.0,0.6303677738218535,0.2,0.0,0.8,0.8395136684735961,0.5537109375
49,0,0.6801634869866126,0.5,0.4873046875,0.556640625,0.5,0.0,1.0,0.6884054367759098,0.2,1.0,0.8,0.0,0.556640625
50,1,0.631510376473437,0.49,0.587890625,0.5595703125,0.5,0.0,1.0,0.7055380489766673,0.2,0.40554351367693287,0.8,1.0,0.5595703125
51,1,0.5357380410658956,0.5,0.4599609375,0.556640625,0.5,0.0,1.0,0.2368345030679373,0.2,0.13281105775776172,0.8,0.12179055544149375,0.556640625
52,0,0.3791681367717828,0.5096153846153846,0.5576171875,0.55859375,0.5,0.0,1.0,0.3765351302900915,0.2,0.32461465071356355,0.8,0.0,0.55859375
53,1,0.4995545866879917,0.5,0.6572265625,0.560546875,0.5,0.0,1.0,0.2673856544749856,0.2,0.0,0.8,1.0,0.560546875
54,0,0.5656474935076335,0.5092592592592593,0.4970703125,0.5576171875,0.5,0.0,1.0,0.6842672880294646,0.2,1.0,0.8,1.0,0.5576171875
55,0,0.3711638536250445,0.5,0.591796875,0.560546875,0.5,0.0,1.0,0.3989987607413509,0.2,0.0,0.8,0.29346007161737975,0.560546875
56,0,0.5395122060182008,0.4910714285714285,0.4697265625,0.5576171875,0.5,0.0,1.0,0.1703645565498908,0.2,0.0,0.8,0.43494061272638235,0.5576171875
57,0,0.542986369482223,0.4824561403508772,0.3935546875,0.5546875,0.5,0.0,1.0,0.4128225241457366,0.2,1.0,0.8,0.8830278802967638,0.5546875
58,0,0.5696042723962869,0.4741379310344827,0.3369140625,0.55078125,0.5,0.0,1.0,0.4251793092586527,0.2,0.26626353134659775,0.8,0.0,0.55078125
59,0,0.3815882033242811,0.4661016949152542,0.2919921875,0.5400390625,0.5,0.0,1.0,0.2552315509981344,0.2,0.26338254549828366,0.8,0.7161844759575738,0.5400390625
60,1,0.4338297427960965,0.4583333333333333,0.2548828125,0.51953125,0.5,0.0,1.0,0.5844609567070325,0.2,0.9956434069153475,0.8,0.9594479108052619,0.51953125
61,0,0.4563564752856778,0.4672131147540984,0.2236328125,0.5087890625,0.5,0.0,1.0,0.6375890056750037,0.2,0.343771280406331,0.8,1.0,0.5087890625
62,0,0.3830198092227136,0.4596774193548387,0.3173828125,0.515625,0.5,0.0,1.0,0.2633381745116975,0.2,0.0,0.8,1.0,0.515625
63,1,0.6739367877130134,0.4523809523809524,0.2763671875,0.509765625,0.5,0.0,1.0,0.636909404422875,0.2,0.0,0.8,0.7117404947191803,0.509765625
64,0,0.4504089271557848,0.4609375,0.2421875,0.50390625,0.5,0.0,1.0,0.3874188205966742,0.2,0.11809044972525692,0.8,0.6936236633800398,0.50390625
65,1,0.5328969629460202,0.4538461538461538,0.3330078125,0.5087890625,0.5,0.0,1.0,0.5879302430287201,0.2,0.0,0.8,1.0,0.5087890625
66,0,0.4741427454526076,0.4621212121212121,0.2900390625,0.5048828125,0.5,0.0,1.0,0.9437636775881848,0.2,0.0680306978358323,0.8,1.0,0.5048828125
67,0,0.6583472878802122,0.4552238805970149,0.3779296875,0.5087890625,0.5,0.0,1.0,0.5584761622234407,0.2,0.0,0.8,1.0,0.5087890625
68,1,0.6320360987081839,0.4485294117647059,0.3271484375,0.5048828125,0.5,0.0,1.0,0.5710054590383865,0.2,0.0,0.8,1.0,0.5048828125
69,0,0.5633352622824915,0.4565217391304347,0.2861328125,0.5,0.5,0.0,1.0,0.1924577962455297,0.2,0.044390870934043314,0.8,1.0,0.5
70,1,0.2796490119353349,0.45,0.373046875,0.50390625,0.5,0.0,1.0,0.0196210827373142,0.2,0.06970032333272694,0.8,1.0,0.50390625
71,0,0.5052028974259887,0.4577464788732394,0.32421875,0.5,0.5,0.0,1.0,0.7502872050169586,0.2,0.9770150668114463,0.8,0.6026867133979439,0.5
72,1,0.5683686190776535,0.4513888888888889,0.4091796875,0.50390625,0.5,0.0,1.0,0.8051035790955291,0.2,0.0,0.8,0.5763996542026021,0.50390625
73,1,0.6003961575842169,0.4589041095890411,0.3525390625,0.5,0.5,0.0,1.0,0.8975900388852469,0.2,0.0,0.8,1.0,0.5
74,1,0.4382092955292399,0.4662162162162162,0.4365234375,0.50390625,0.5,0.0,1.0,0.0711512681060528,0.2,1.0,0.8,0.0,0.50390625
75,1,0.6822011363328323,0.4733333333333333,0.51953125,0.505859375,0.5,0.0,1.0,0.6424465544306117,0.2,0.7094575571473012,0.8,1.0,0.505859375
76,0,0.3679569029986707,0.4802631578947368,0.6044921875,0.5087890625,0.5,0.0,1.0,0.6749673687041029,0.2,0.0,0.8,0.7521706486348633,0.5087890625
77,0,0.4338471978184781,0.474025974025974,0.6904296875,0.5107421875,0.5,0.0,1.0,0.0700771280111359,0.2,0.0,0.8,0.0,0.5107421875
78,0,0.5935049988114022,0.4679487179487179,0.5322265625,0.5087890625,0.5,0.0,1.0,0.743189600868778,0.2,1.0,0.8,1.0,0.5087890625
79,0,0.5049054613825311,0.4620253164556962,0.4462890625,0.505859375,0.5,0.0,1.0,0.3691570412930061,0.2,1.0,0.8,0.0,0.505859375
80,1,0.7002392583645255,0.45625,0.384765625,0.50390625,0.5,0.0,1.0,0.5605654480713494,0.2,0.24119593853431284,0.8,1.0,0.50390625
81,0,0.5188519192512465,0.4629629629629629,0.3369140625,0.5009765625,0.5,0.0,1.0,0.6089297858214764,0.2,0.0,0.8,0.0,0.5009765625
82,1,0.4366805909807773,0.4573170731707317,0.416015625,0.50390625,0.5,0.0,1.0,0.5982217370087767,0.2,0.0,0.8,1.0,0.50390625
83,0,0.4622436494767191,0.463855421686747,0.3623046875,0.5009765625,0.5,0.0,1.0,0.035458668424912,0.2,0.0,0.8,0.7240538355741926,0.5009765625
84,0,0.3908853882380804,0.4583333333333333,0.4404296875,0.50390625,0.5,0.0,1.0,0.5362334805216677,0.2,0.0,0.8,0.39750596021035833,0.50390625
85,0,0.3722319833613392,0.4529411764705882,0.3818359375,0.5009765625,0.5,0.0,1.0,0.9763797388864702,0.2,0.0853721021687863,0.8,1.0,0.5009765625
86,0,0.5630411490768232,0.4476744186046512,0.3359375,0.4990234375,0.5,0.0,1.0,0.0517787930605025,0.2,0.0,0.8,0.3493628617151008,0.4990234375
87,1,0.5581165812412806,0.4425287356321839,0.2978515625,0.2490234375,0.5,0.0,1.0,0.992467402244656,0.2,0.1069406584764039,0.8,0.0,0.2490234375
88,0,0.6294558819441117,0.4488636363636363,0.2646484375,0.125,0.5,0.0,1.0,0.6150657996199954,0.2,0.37174419566396316,0.8,1.0,0.125
89,0,0.4245394208740068,0.4438202247191011,0.34375,0.1875,0.5,0.0,1.0,0.4119094237180435,0.2,0.6733403715665818,0.8,0.7501014559995268,0.1875
90,0,0.6689107452443673,0.4388888888888889,0.3037109375,0.158203125,0.5,0.0,1.0,0.7433303653330354,0.2,0.002634938105636614,0.8,0.0,0.158203125
91,1,0.4712612292191334,0.4340659340659341,0.2705078125,0.146484375,0.5,0.0,1.0,0.5897127201144088,0.2,0.2865552938971435,0.8,1.0,0.146484375
92,1,0.6574408278844587,0.4402173913043478,0.2421875,0.142578125,0.5,0.0,1.0,0.4838883620639627,0.2,0.20017854534178192,0.8,0.0,0.142578125
93,0,0.4567214152817403,0.4462365591397849,0.3203125,0.158203125,0.5,0.0,1.0,0.2185868588356205,0.2,0.020723442700678996,0.8,0.8611571271709952,0.158203125
94,1,0.4264516707657725,0.4414893617021276,0.396484375,0.1767578125,0.5,0.0,1.0,0.258281657779467,0.2,0.0,0.8,0.572598440573945,0.1767578125
95,0,0.5249785371558667,0.4473684210526316,0.3486328125,0.1728515625,0.5,0.0,1.0,0.245250192633855,0.2,0.0,0.8,1.0,0.1728515625
96,1,0.6031453084869473,0.4427083333333333,0.4228515625,0.1875,0.5,0.0,1.0,0.004602524806437,0.2,0.9409602997512627,0.8,0.9746293997589272,0.1875
97,0,0.5161009576715345,0.4484536082474227,0.37109375,0.18359375,0.5,0.0,1.0,0.4326911904002459,0.2,0.0,0.8,0.0,0.18359375
98,1,0.4414471175876663,0.4438775510204081,0.4443359375,0.205078125,0.5,0.0,1.0,0.8835138731571655,0.2,0.0,0.8,1.0,0.205078125
99,1,0.3658780285923331,0.4494949494949495,0.388671875,0.1953125,0.5,0.0,1.0,0.296089285360966,0.2,0.02009106473561073,0.8,1.0,0.1953125
100,0,0.3598479785082572,0.455,0.4619140625,0.2138671875,0.5,0.0,1.0,0.314438904614963,0.2,0.20581391321535222,0.8,0.7583833095876676,0.2138671875
101,1,0.5502682849874866,0.4504950495049505,0.53515625,0.234375,0.5,0.0,1.0,0.439369266748462,0.2,0.5486161151371707,0.8,0.6435970728098449,0.234375
102,0,0.5989713033285805,0.4558823529411764,0.4560546875,0.228515625,0.5,0.0,1.0,0.4319865445522106,0.2,1.0,0.8,0.0,0.228515625
103,1,0.4835705407374709,0.4514563106796116,0.5283203125,0.240234375,0.5,0.0,1.0,0.5707934132360908,0.2,0.0,0.8,0.9080870573978432,0.240234375
104,0,0.3925635141771565,0.4567307692307692,0.4521484375,0.236328125,0.5,0.0,1.0,0.0874328003424396,0.2,0.0,0.8,0.5166833643951576,0.236328125
105,0,0.5873042152621707,0.4523809523809524,0.5244140625,0.2470703125,0.5,0.0,1.0,0.335362351863247,0.2,0.28707636645677487,0.8,1.0,0.2470703125
106,0,0.3719606055285427,0.4481132075471698,0.44921875,0.2431640625,0.5,0.0,1.0,0.9466672388934264,0.2,1.0,0.8,0.7357797731378776,0.2431640625
107,0,0.4286931904940728,0.4439252336448598,0.39453125,0.240234375,0.5,0.0,1.0,0.2048372499554399,0.2,1.0,0.8,0.9600420007943875,0.240234375
108,1,0.5621017853540099,0.4398148148148148,0.3505859375,0.23828125,0.5,0.0,1.0,0.6956037673610338,0.2,0.08471722900245397,0.8,0.7660793037907412,0.23828125
109,0,0.2749858826425408,0.4449541284403669,0.3134765625,0.236328125,0.5,0.0,1.0,0.3880841851135275,0.2,0.6560125679482351,0.8,1.0,0.236328125
110,1,0.5386369597566306,0.4409090909090909,0.3837890625,0.2421875,0.5,0.0,1.0,0.6387079457898898,0.2,0.15247816172586104,0.8,0.832787539028088,0.2421875
111,0,0.4418359163590497,0.4459459459459459,0.341796875,0.240234375,0.5,0.0,1.0,0.4543709736002389,0.2,0.9109655276125452,0.8,0.5196208140445332,0.240234375
112,1,0.5109279697477814,0.4419642857142857,0.4111328125,0.2470703125,0.5,0.0,1.0,0.0257311469513823,0.2,1.0,0.8,0.0,0.2470703125
113,0,0.4924298473779177,0.4469026548672566,0.3642578125,0.244140625,0.5,0.0,1.0,0.8592051705651765,0.2,0.019127268560003824,0.8,0.36435700587883807,0.244140625
114,1,0.520211439504396,0.4429824561403508,0.4326171875,0.4951171875,0.5,0.0,1.0,0.93266581068266,0.2,0.0,0.8,0.8570439936935288,0.4951171875
115,1,0.5694171936707009,0.4478260869565217,0.3828125,0.2529296875,0.5,0.0,1.0,0.596287759297122,0.2,0.6949184682326753,0.8,0.35600967640053666,0.2529296875
116,0,0.424163024910159,0.4525862068965517,0.451171875,0.3740234375,0.5,0.0,1.0,0.480483314954083,0.2,0.19465674059218216,0.8,1.0,0.3740234375
117,0,0.6420982022311916,0.4487179487179487,0.51953125,0.4345703125,0.5,0.0,1.0,0.8325632956312787,0.2,0.02978666759506579,0.8,1.0,0.4345703125
118,0,0.5726093788947765,0.4449152542372881,0.44921875,0.404296875,0.5,0.0,1.0,0.9457195705955094,0.2,0.8835007741369363,0.8,1.0,0.404296875
119,1,0.5843732662303268,0.4411764705882353,0.396484375,0.3896484375,0.5,0.0,1.0,0.5328228637951339,0.2,1.0,0.8,1.0,0.3896484375
120,0,0.6164863981111028,0.4458333333333333,0.3544921875,0.3837890625,0.5,0.0,1.0,0.98153164406164,0.2,0.1616148307995738,0.8,0.7318757169390666,0.3837890625
121,1,0.5787588221705869,0.4421487603305785,0.4208984375,0.3916015625,0.5,0.0,1.0,0.5153618169863305,0.2,0.45749694250464834,0.8,1.0,0.3916015625
122,1,0.5844078680578593,0.4467213114754098,0.3740234375,0.38671875,0.5,0.0,1.0,0.8995097182351487,0.2,0.0,0.8,0.3908837233561429,0.38671875
123,1,0.5075593610742886,0.4512195121951219,0.4404296875,0.392578125,0.5,0.0,1.0,0.7340575621802552,0.2,1.0,0.8,0.8734790488635895,0.392578125
124,0,0.3573226149010268,0.4556451612903225,0.5068359375,0.400390625,0.5,0.0,1.0,0.2291440209367095,0.2,0.0,0.8,1.0,0.400390625
125,0,0.4864954899962986,0.452,0.57421875,0.412109375,0.5,0.0,1.0,0.7063056250274827,0.2,0.04091482285346229,0.8,1.0,0.412109375
126,1,0.4230485359823294,0.4484126984126984,0.490234375,0.404296875,0.5,0.0,1.0,0.9546667375068056,0.2,0.5975711704576765,0.8,1.0,0.404296875
127,0,0.3577258231484586,0.452755905511811,0.4296875,0.400390625,0.5,0.0,1.0,0.2193344248730716,0.2,0.364456925812108,0.8,1.0,0.400390625
128,0,0.5258452790912987,0.44921875,0.4951171875,0.40625,0.5,0.0,1.0,0.2476785856892814,0.2,0.0,0.8,0.018486295135791364,0.40625
129,0,0.4431450545852357,0.4457364341085271,0.4345703125,0.40234375,0.5,0.0,1.0,0.1487707097290402,0.2,0.0,0.8,0.32691936051117493,0.40234375
130,1,0.3970195561988536,0.4423076923076923,0.38671875,0.3994140625,0.5,0.0,1.0,0.3986903240851576,0.2,0.37899529747684585,0.8,0.5567773823864209,0.3994140625
131,0,0.3956998919928434,0.4465648854961832,0.34765625,0.396484375,0.5,0.0,1.0,0.8344309247285091,0.2,0.0,0.8,1.0,0.396484375
132,1,0.5268417079708915,0.4431818181818182,0.4111328125,0.400390625,0.5,0.0,1.0,0.7874099446094269,0.2,0.0,0.8,0.40338522485731676,0.400390625
133,1,0.5358671949170345,0.4473684210526316,0.3681640625,0.3974609375,0.5,0.0,1.0,0.6744820321641881,0.2,0.0,0.8,1.0,0.3974609375
134,0,0.6322457469766833,0.4514925373134328,0.431640625,0.4013671875,0.5,0.0,1.0,0.3960796399455194,0.2,1.0,0.8,0.2846572304148588,0.4013671875
135,0,0.4986085331475906,0.4481481481481481,0.4951171875,0.4052734375,0.5,0.0,1.0,0.6645713319620059,0.2,1.0,0.8,1.0,0.4052734375
136,0,0.6041839759212823,0.4448529411764705,0.4365234375,0.40234375,0.5,0.0,1.0,0.2312281178031197,0.2,1.0,0.8,1.0,0.40234375
137,1,0.6402264826772522,0.4416058394160584,0.3896484375,0.400390625,0.5,0.0,1.0,0.0409752591892946,0.2,0.0,0.8,1.0,0.400390625
138,1,0.6150165636149693,0.4456521739130434,0.3505859375,0.3984375,0.5,0.0,1.0,0.3662948601194261,0.2,0.0,0.8,1.0,0.3984375
139,0,0.2634696093723025,0.4496402877697841,0.4130859375,0.4013671875,0.5,0.0,1.0,0.1153579893758636,0.2,1.0,0.8,1.0,0.4013671875
140,1,0.6228683719203421,0.4464285714285714,0.4755859375,0.404296875,0.5,0.0,1.0,0.8892122753947879,0.2,0.9159894565177087,0.8,0.45003655384059194,0.404296875
141,1,0.5339620008248642,0.450354609929078,0.4208984375,0.40234375,0.5,0.0,1.0,0.4701330736716473,0.2,0.460214025280829,0.8,1.0,0.40234375
142,0,0.5423771352853347,0.454225352112676,0.4833984375,0.4052734375,0.5,0.0,1.0,0.6150888233654185,0.2,0.20837831372755983,0.8,0.0,0.4052734375
143,1,0.5371227417736258,0.451048951048951,0.544921875,0.4091796875,0.5,0.0,1.0,0.2104131440898964,0.2,0.23849165706814895,0.8,0.7008897539577822,0.4091796875
144,0,0.5382757160270761,0.4548611111111111,0.474609375,0.40625,0.5,0.0,1.0,0.4212066275683459,0.2,0.19272765709888204,0.8,0.0,0.40625
145,1,0.5319414220252381,0.4517241379310345,0.537109375,0.41015625,0.5,0.0,1.0,0.1580890875029011,0.2,0.9635409274050408,0.8,0.7678152866776844,0.41015625
146,0,0.4641086691461379,0.4554794520547945,0.46875,0.4072265625,0.5,0.0,1.0,0.0247549777780567,0.2,0.0,0.8,0.5137479247784391,0.4072265625
147,0,0.3098364701624005,0.4523809523809524,0.5302734375,0.4111328125,0.5,0.0,1.0,0.93050529538713,0.2,0.5845981828221836,0.8,0.6345891766037771,0.4111328125
148,1,0.4891085272092577,0.4493243243243243,0.46484375,0.408203125,0.5,0.0,1.0,0.298387326587323,0.2,0.824686181576155,0.8,0.0,0.408203125
149,1,0.4196268151479323,0.4530201342281879,0.4150390625,0.40625,0.5,0.0,1.0,0.1506458272381179,0.2,0.0,0.8,1.0,0.40625
150,0,0.6080163412537886,0.4566666666666666,0.474609375,0.4091796875,0.5,0.0,1.0,0.7717544225136265,0.2,0.7483085222327477,0.8,0.5970020636706235,0.4091796875
151,1,0.4711233494004622,0.4536423841059602,0.53515625,0.4130859375,0.5,0.0,1.0,0.8527009547841914,0.2,0.0,0.8,1.0,0.4130859375
152,0,0.508347535610701,0.4572368421052631,0.46875,0.41015625,0.5,0.0,1.0,0.5968885020238848,0.2,0.0,0.8,1.0,0.41015625
153,1,0.4150394044389857,0.4542483660130719,0.529296875,0.4140625,0.5,0.0,1.0,0.0458625702826253,0.2,0.0,0.8,0.0,0.4140625
154,1,0.4489377532101873,0.4577922077922078,0.46484375,0.4111328125,0.5,0.0,1.0,0.6263299164262162,0.2,0.0,0.8,0.44635111575749753,0.4111328125
155,1,0.4988466938313413,0.4612903225806452,0.5244140625,0.4150390625,0.5,0.0,1.0,0.6840928675742667,0.2,0.0,0.8,0.05962042144401669,0.4150390625
156,0,0.3514624815736454,0.4647435897435897,0.5849609375,0.4208984375,0.5,0.0,1.0,0.7023471463861461,0.2,0.31273503076497894,0.8,1.0,0.4208984375
157,0,0.5300685114294605,0.4617834394904458,0.6455078125,0.4296875,0.5,0.0,1.0,0.8744115939708268,0.2,1.0,0.8,1.0,0.4296875
158,0,0.4893927746552249,0.4588607594936709,0.5458984375,0.423828125,0.5,0.0,1.0,0.5638166326056188,0.2,0.06850113290359938,0.8,0.513799528734348,0.423828125
159,0,0.3814280194994766,0.4559748427672956,0.4794921875,0.419921875,0.5,0.0,1.0,0.4433303802153792,0.2,1.0,0.8,1.0,0.419921875
160,1,0.2601767134602228,0.453125,0.427734375,0.4169921875,0.5,0.0,1.0,0.1352131356237725,0.2,1.0,0.8,1.0,0.4169921875
161,1,0.5513052133880305,0.4565217391304347,0.38671875,0.4140625,0.5,0.0,1.0,0.5686133104784128,0.2,0.2602729831426859,0.8,0.7708583860579971,0.4140625
162,1,0.4702415961056669,0.4598765432098765,0.443359375,0.41796875,0.5,0.0,1.0,0.0317392058047801,0.2,0.0,0.8,1.0,0.41796875
163,1,0.4469991586781842,0.4631901840490797,0.5009765625,0.421875,0.5,0.0,1.0,0.1127529659441807,0.2,0.3215713623179787,0.8,0.9650835980101311,0.421875
164,0,0.4763845370147058,0.4664634146341463,0.55859375,0.42578125,0.5,0.0,1.0,0.3282180250855782,0.2,1.0,0.8,0.9181259095783295,0.42578125
165,1,0.6816475940881144,0.4636363636363636,0.6171875,0.431640625,0.5,0.0,1.0,0.2295669924490208,0.2,0.23157499329378037,0.8,0.16248650093260275,0.431640625
166,1,0.4950199030940357,0.466867469879518,0.53125,0.427734375,0.5,0.0,1.0,0.24426647867629,0.2,0.5100362932533459,0.8,0.876708388022544,0.427734375
167,1,0.5086619262988542,0.4700598802395209,0.5888671875,0.4326171875,0.5,0.0,1.0,0.5522367508163714,0.2,0.748564646846883,0.8,0.5936833374927458,0.4326171875
168,0,0.3512927130324602,0.4732142857142857,0.646484375,0.44140625,0.5,0.0,1.0,0.7182440688060658,0.2,1.0,0.8,1.0,0.44140625
169,1,0.6647339066356099,0.4704142011834319,0.705078125,0.4697265625,0.5,0.0,1.0,0.7673741621900992,0.2,0.0,0.8,0.6625890504631193,0.4697265625
170,0,0.5917487983444294,0.4735294117647058,0.5849609375,0.455078125,0.5,0.0,1.0,0.0694182398351521,0.2,0.6408486346923463,0.8,0.741837289912612,0.455078125
