time,y,true_probs,laplace,k29_poly3,k29_rbf0.01,always_0.5,always_0,always_1
80,0,0.5056165342229746,0.5375,0.3818359375,0.552734375,0.5,0.0,1.0
81,1,0.3834850159216643,0.5308641975308642,0.453125,0.556640625,0.5,0.0,1.0
82,1,0.5900826486954187,0.5365853658536586,0.396484375,0.552734375,0.5,0.0,1.0
83,0,0.546566243973046,0.5421686746987951,0.466796875,0.5556640625,0.5,0.0,1.0
84,1,0.3463756313722776,0.5357142857142857,0.537109375,0.5576171875,0.5,0.0,1.0
85,1,0.64882521937956,0.5411764705882353,0.4609375,0.5546875,0.5,0.0,1.0
86,1,0.6895889176030583,0.5465116279069767,0.5302734375,0.556640625,0.5,0.0,1.0
87,1,0.617877957115965,0.5517241379310345,0.599609375,0.5595703125,0.5,0.0,1.0
88,1,0.4820075164187649,0.5568181818181818,0.6689453125,0.5615234375,0.5,0.0,1.0
89,0,0.3929247378489457,0.5617977528089888,0.7373046875,0.5634765625,0.5,0.0,1.0
90,1,0.6054451726931137,0.5555555555555556,0.802734375,0.5654296875,0.5,0.0,1.0
91,0,0.459682305302682,0.5604395604395604,0.60546875,0.5625,0.5,0.0,1.0
92,1,0.6222445070382427,0.5543478260869565,0.6728515625,0.564453125,0.5,0.0,1.0
93,0,0.520827497807686,0.5591397849462365,0.5517578125,0.5625,0.5,0.0,1.0
94,1,0.5976639036483713,0.5531914893617021,0.6181640625,0.5634765625,0.5,0.0,1.0
95,0,0.5356366397174401,0.5578947368421052,0.521484375,0.5615234375,0.5,0.0,1.0
96,1,0.5706573168191948,0.5520833333333334,0.5859375,0.5634765625,0.5,0.0,1.0
97,0,0.5010500020720821,0.5567010309278351,0.5009765625,0.5615234375,0.5,0.0,1.0
98,1,0.6785870493905836,0.5510204081632653,0.5654296875,0.5625,0.5,0.0,1.0
99,0,0.5126912092703619,0.5555555555555556,0.4873046875,0.560546875,0.5,0.0,1.0
100,1,0.5401989363444701,0.55,0.55078125,0.5625,0.5,0.0,1.0
101,0,0.3883150697056254,0.5544554455445545,0.4775390625,0.560546875,0.5,0.0,1.0
102,0,0.0652240938857553,0.5490196078431373,0.5400390625,0.5615234375,0.5,0.0,1.0
103,0,0.0729515001514266,0.5436893203883495,0.470703125,0.5595703125,0.5,0.0,1.0
104,0,0.2969396708158011,0.5384615384615384,0.41796875,0.5576171875,0.5,0.0,1.0
105,1,0.082687659488584,0.5333333333333333,0.3740234375,0.5556640625,0.5,0.0,1.0
106,0,0.3943621185649293,0.5377358490566038,0.3369140625,0.5537109375,0.5,0.0,1.0
107,0,0.1586381019240252,0.5327102803738317,0.400390625,0.5556640625,0.5,0.0,1.0
108,0,0.1252545188559242,0.5277777777777778,0.359375,0.552734375,0.5,0.0,1.0
109,0,0.3922942026480385,0.5229357798165137,0.3251953125,0.5498046875,0.5,0.0,1.0
110,1,0.3480514791434425,0.5181818181818182,0.294921875,0.546875,0.5,0.0,1.0
111,0,0.386755896042657,0.5225225225225225,0.2685546875,0.54296875,0.5,0.0,1.0
112,1,0.2906044658275385,0.5178571428571429,0.3330078125,0.5458984375,0.5,0.0,1.0
113,0,0.1138774314945297,0.5221238938053098,0.3017578125,0.5419921875,0.5,0.0,1.0
114,1,0.3910064953099034,0.5175438596491229,0.365234375,0.544921875,0.5,0.0,1.0
115,0,0.1731996629048619,0.5217391304347826,0.330078125,0.5419921875,0.5,0.0,1.0
116,0,0.2802456395796395,0.5172413793103449,0.3916015625,0.544921875,0.5,0.0,1.0
117,0,0.2947251967773748,0.5128205128205128,0.353515625,0.541015625,0.5,0.0,1.0
118,1,0.1844989906909166,0.5084745762711864,0.3203125,0.537109375,0.5,0.0,1.0
119,0,0.2614079370346081,0.5126050420168067,0.291015625,0.5322265625,0.5,0.0,1.0
120,0,0.2922206671566527,0.5083333333333333,0.353515625,0.5361328125,0.5,0.0,1.0
121,0,0.2376425531155629,0.5041322314049587,0.3212890625,0.5322265625,0.5,0.0,1.0
122,0,0.0900599209415805,0.5,0.2919921875,0.5263671875,0.5,0.0,1.0
123,0,0.2298238174206056,0.4959349593495935,0.2666015625,0.5185546875,0.5,0.0,1.0
124,0,0.3326385896687031,0.4919354838709677,0.2431640625,0.5087890625,0.5,0.0,1.0
125,0,0.1305432140268634,0.488,0.22265625,0.5009765625,0.5,0.0,1.0
126,1,0.1850365459672329,0.4841269841269841,0.203125,0.482421875,0.5,0.0,1.0
127,1,0.1564846448278362,0.4881889763779528,0.1865234375,0.2412109375,0.5,0.0,1.0
128,0,0.3849263728479342,0.4921875,0.25390625,0.361328125,0.5,0.0,1.0
129,0,0.2672294757012435,0.4883720930232558,0.31640625,0.421875,0.5,0.0,1.0
130,0,0.240746183624111,0.4846153846153846,0.2890625,0.3916015625,0.5,0.0,1.0
131,0,0.1230083925554683,0.4809160305343511,0.263671875,0.3779296875,0.5,0.0,1.0
132,1,0.2539249191291817,0.4772727272727273,0.2412109375,0.37109375,0.5,0.0,1.0
133,0,0.1325667339342623,0.4812030075187969,0.220703125,0.3662109375,0.5,0.0,1.0
134,0,0.2031830558274351,0.4776119402985074,0.28515625,0.373046875,0.5,0.0,1.0
135,0,0.1364153921621119,0.4740740740740741,0.2607421875,0.369140625,0.5,0.0,1.0
136,0,0.26764332949465,0.4705882352941176,0.23828125,0.3662109375,0.5,0.0,1.0
137,0,0.2576590816614941,0.4671532846715328,0.21875,0.3623046875,0.5,0.0,1.0
138,0,0.1791701244422005,0.463768115942029,0.2001953125,0.3564453125,0.5,0.0,1.0
139,0,0.2396006712661645,0.460431654676259,0.18359375,0.298828125,0.5,0.0,1.0
140,0,0.0906938491269494,0.4571428571428571,0.16796875,0.271484375,0.5,0.0,1.0
141,1,0.0508742407294394,0.4539007092198581,0.154296875,0.2587890625,0.5,0.0,1.0
142,1,0.2439391701264537,0.4577464788732394,0.1416015625,0.25390625,0.5,0.0,1.0
143,0,0.2166673495372529,0.4615384615384615,0.2109375,0.2646484375,0.5,0.0,1.0
144,0,0.2635031436892107,0.4583333333333333,0.275390625,0.279296875,0.5,0.0,1.0
145,1,0.4383144774863942,0.4551724137931034,0.251953125,0.2734375,0.5,0.0,1.0
146,1,0.2944479486990414,0.4589041095890411,0.2314453125,0.26953125,0.5,0.0,1.0
147,1,0.1087177774555841,0.4625850340136054,0.2939453125,0.2783203125,0.5,0.0,1.0
148,0,0.3117016288095853,0.4662162162162162,0.3525390625,0.2900390625,0.5,0.0,1.0
149,1,0.0684092589488478,0.4630872483221476,0.41015625,0.3046875,0.5,0.0,1.0
150,0,0.1538415395185291,0.4666666666666667,0.3720703125,0.2978515625,0.5,0.0,1.0
151,0,0.1931758394675369,0.4635761589403973,0.4287109375,0.3095703125,0.5,0.0,1.0
152,0,0.3713342721649367,0.4605263157894737,0.3876953125,0.3037109375,0.5,0.0,1.0
153,0,0.125524517795156,0.457516339869281,0.3525390625,0.30078125,0.5,0.0,1.0
154,0,0.1173561461340985,0.4545454545454545,0.3212890625,0.2978515625,0.5,0.0,1.0
155,1,0.1901547475574568,0.4516129032258064,0.2939453125,0.294921875,0.5,0.0,1.0
156,0,0.1336521713637892,0.4551282051282051,0.2705078125,0.29296875,0.5,0.0,1.0
157,1,0.3126635922106507,0.4522292993630573,0.3291015625,0.2978515625,0.5,0.0,1.0
158,0,0.0920068491636576,0.4556962025316455,0.30078125,0.2958984375,0.5,0.0,1.0
159,0,0.0852531347588897,0.4528301886792453,0.3583984375,0.30078125,0.5,0.0,1.0
160,0,0.1562179955255566,0.45,0.328125,0.298828125,0.5,0.0,1.0
161,0,0.1501967549307695,0.4472049689440994,0.2998046875,0.296875,0.5,0.0,1.0
162,0,0.3929532053816986,0.4444444444444444,0.275390625,0.294921875,0.5,0.0,1.0
163,0,0.2949420806925761,0.4417177914110429,0.2529296875,0.29296875,0.5,0.0,1.0
164,0,0.2087551241385191,0.4390243902439024,0.2333984375,0.291015625,0.5,0.0,1.0
165,0,0.0774564481169832,0.4363636363636363,0.21484375,0.2890625,0.5,0.0,1.0
166,0,0.2844362976401547,0.4337349397590361,0.1982421875,0.287109375,0.5,0.0,1.0
167,0,0.0999784652610435,0.4311377245508982,0.181640625,0.2841796875,0.5,0.0,1.0
168,0,0.0455228903222388,0.4285714285714285,0.16796875,0.28125,0.5,0.0,1.0
169,1,0.3188029792352302,0.4260355029585799,0.154296875,0.2783203125,0.5,0.0,1.0
170,1,0.2316942611924849,0.4294117647058823,0.1416015625,0.2763671875,0.5,0.0,1.0
171,0,0.2920858823780819,0.4327485380116959,0.2080078125,0.2822265625,0.5,0.0,1.0
172,1,0.2318727652943021,0.4302325581395348,0.26953125,0.287109375,0.5,0.0,1.0
173,0,0.2856830611902691,0.4335260115606936,0.248046875,0.28515625,0.5,0.0,1.0
174,0,0.1348974406699853,0.4310344827586206,0.306640625,0.2890625,0.5,0.0,1.0
175,0,0.0965757158215535,0.4285714285714285,0.28125,0.2880859375,0.5,0.0,1.0
176,0,0.2681594518281627,0.4261363636363636,0.2587890625,0.2861328125,0.5,0.0,1.0
177,0,0.1196590335826159,0.423728813559322,0.2392578125,0.2841796875,0.5,0.0,1.0
178,1,0.1310450222249799,0.4213483146067415,0.2197265625,0.283203125,0.5,0.0,1.0
179,0,0.1544467496482656,0.4245810055865922,0.203125,0.28125,0.5,0.0,1.0
180,0,0.2017479159025056,0.4222222222222222,0.263671875,0.28515625,0.5,0.0,1.0
181,0,0.1646006088746516,0.4198895027624309,0.2431640625,0.283203125,0.5,0.0,1.0
182,0,0.0625048706581981,0.4175824175824176,0.2236328125,0.2822265625,0.5,0.0,1.0
183,0,0.1356381597167109,0.4153005464480874,0.20703125,0.2802734375,0.5,0.0,1.0
184,0,0.0,0.4130434782608695,0.19140625,0.279296875,0.5,0.0,1.0
185,0,0.2625231451027188,0.4108108108108108,0.17578125,0.27734375,0.5,0.0,1.0
186,0,0.0397942344393252,0.4086021505376344,0.1630859375,0.275390625,0.5,0.0,1.0
187,0,0.0895616660571549,0.4064171122994652,0.150390625,0.2744140625,0.5,0.0,1.0
188,0,0.2052165079260974,0.4042553191489361,0.138671875,0.2724609375,0.5,0.0,1.0
189,1,0.1260437003608686,0.4021164021164021,0.1279296875,0.2705078125,0.5,0.0,1.0
190,0,0.3543014595406736,0.4052631578947368,0.1171875,0.2685546875,0.5,0.0,1.0
191,0,0.0707143090276551,0.4031413612565445,0.1845703125,0.2734375,0.5,0.0,1.0
192,1,0.2267050869349183,0.4010416666666667,0.1708984375,0.271484375,0.5,0.0,1.0
193,0,0.1960717181772504,0.4041450777202072,0.1572265625,0.2705078125,0.5,0.0,1.0
194,0,0.0831906502258802,0.4020618556701031,0.2197265625,0.2744140625,0.5,0.0,1.0
195,0,0.2523276660531753,0.4,0.203125,0.2724609375,0.5,0.0,1.0
196,1,0.1828453668777752,0.3979591836734694,0.1884765625,0.271484375,0.5,0.0,1.0
197,0,0.2771790551213667,0.4010152284263959,0.173828125,0.26953125,0.5,0.0,1.0
198,1,0.2823504153963732,0.398989898989899,0.2353515625,0.2734375,0.5,0.0,1.0
199,0,0.416323594928069,0.4020100502512563,0.216796875,0.2724609375,0.5,0.0,1.0
200,1,0.3336527949436392,0.4,0.275390625,0.275390625,0.5,0.0,1.0
201,0,0.1630818162057556,0.4029850746268656,0.25390625,0.2744140625,0.5,0.0,1.0
202,1,0.1760620822424073,0.400990099009901,0.3095703125,0.27734375,0.5,0.0,1.0
203,1,0.3099659595887113,0.4039408866995074,0.2861328125,0.275390625,0.5,0.0,1.0
204,1,0.2655263730722598,0.4068627450980392,0.3408203125,0.2783203125,0.5,0.0,1.0
205,0,0.2640131526097592,0.4097560975609756,0.3935546875,0.28125,0.5,0.0,1.0
206,0,0.0383043955689165,0.4077669902912621,0.4462890625,0.2841796875,0.5,0.0,1.0
207,0,0.1975673875601064,0.4057971014492754,0.4052734375,0.283203125,0.5,0.0,1.0
208,0,0.1261969090794311,0.4038461538461538,0.3701171875,0.2822265625,0.5,0.0,1.0
209,0,0.2279924599043238,0.4019138755980861,0.33984375,0.28125,0.5,0.0,1.0
210,0,0.1901849610357042,0.4,0.3134765625,0.2802734375,0.5,0.0,1.0
211,0,0.2910178908092592,0.3981042654028436,0.2890625,0.279296875,0.5,0.0,1.0
212,1,0.2317218215191302,0.3962264150943396,0.2666015625,0.2783203125,0.5,0.0,1.0
213,1,0.2786327962108976,0.3990610328638497,0.2470703125,0.27734375,0.5,0.0,1.0
214,1,0.1533580903264057,0.4018691588785046,0.3017578125,0.279296875,0.5,0.0,1.0
215,0,0.1055553744081749,0.4046511627906977,0.35546875,0.2822265625,0.5,0.0,1.0
216,0,0.1589950306797451,0.4027777777777778,0.4072265625,0.2841796875,0.5,0.0,1.0
217,0,0.1982979586138559,0.4009216589861751,0.373046875,0.283203125,0.5,0.0,1.0
218,1,0.2379151735555082,0.3990825688073394,0.3427734375,0.2822265625,0.5,0.0,1.0
219,0,0.4259308950690852,0.4018264840182648,0.3154296875,0.28125,0.5,0.0,1.0
220,1,0.1957742848339357,0.4,0.3681640625,0.2841796875,0.5,0.0,1.0
221,0,0.1044054999507223,0.4027149321266968,0.337890625,0.283203125,0.5,0.0,1.0
222,0,0.1654018224300613,0.4009009009009009,0.3896484375,0.28515625,0.5,0.0,1.0
223,0,0.1536404025353905,0.3991031390134529,0.3583984375,0.2841796875,0.5,0.0,1.0
224,0,0.2481481473773462,0.3973214285714285,0.330078125,0.283203125,0.5,0.0,1.0
225,0,0.0459202985555375,0.3955555555555555,0.3046875,0.2822265625,0.5,0.0,1.0
226,0,0.2063261994200332,0.3938053097345133,0.2822265625,0.28125,0.5,0.0,1.0
227,0,0.2156506537965375,0.3920704845814978,0.2607421875,0.28125,0.5,0.0,1.0
228,0,0.2232181036200275,0.3903508771929824,0.2421875,0.2802734375,0.5,0.0,1.0
229,0,0.1402683931034637,0.388646288209607,0.224609375,0.279296875,0.5,0.0,1.0
230,0,0.1762078270263993,0.3869565217391304,0.208984375,0.2783203125,0.5,0.0,1.0
231,0,0.0575939091017468,0.3852813852813853,0.1943359375,0.27734375,0.5,0.0,1.0
232,0,0.1506680116637806,0.3836206896551724,0.1806640625,0.2763671875,0.5,0.0,1.0
233,0,0.1457138523983282,0.3819742489270386,0.1669921875,0.275390625,0.5,0.0,1.0
234,0,0.2416050046261425,0.3803418803418803,0.1552734375,0.275390625,0.5,0.0,1.0
235,0,0.0843817568178087,0.3787234042553191,0.14453125,0.2744140625,0.5,0.0,1.0
236,0,0.2781198101709993,0.3771186440677966,0.1337890625,0.2734375,0.5,0.0,1.0
237,1,0.3494484544491368,0.3755274261603376,0.1240234375,0.2724609375,0.5,0.0,1.0
238,0,0.0,0.3781512605042016,0.115234375,0.271484375,0.5,0.0,1.0
239,0,0.2426258730778101,0.3765690376569037,0.177734375,0.2734375,0.5,0.0,1.0
240,0,0.2676908035030245,0.375,0.1650390625,0.2724609375,0.5,0.0,1.0
241,0,0.1362562974447771,0.3734439834024896,0.1533203125,0.2724609375,0.5,0.0,1.0
242,0,0.1602728185671202,0.371900826446281,0.142578125,0.271484375,0.5,0.0,1.0
243,0,0.1867119422413044,0.3703703703703703,0.1318359375,0.2705078125,0.5,0.0,1.0
244,0,0.1702209120598271,0.3688524590163934,0.123046875,0.26953125,0.5,0.0,1.0
245,1,0.1690987030952878,0.3673469387755102,0.1142578125,0.2685546875,0.5,0.0,1.0
246,0,0.0323996193670023,0.3699186991869919,0.10546875,0.2666015625,0.5,0.0,1.0
247,0,0.315233156478312,0.3684210526315789,0.16796875,0.26953125,0.5,0.0,1.0
248,1,0.3079618592036821,0.3669354838709677,0.15625,0.2685546875,0.5,0.0,1.0
249,0,0.1186635740795797,0.3694779116465863,0.1455078125,0.267578125,0.5,0.0,1.0
250,0,0.0533575672197486,0.368,0.2041015625,0.2705078125,0.5,0.0,1.0
251,0,0.2521064876452759,0.3665338645418327,0.1904296875,0.26953125,0.5,0.0,1.0
252,0,0.1424212030186934,0.365079365079365,0.1767578125,0.2685546875,0.5,0.0,1.0
253,0,0.2141953163320779,0.3636363636363636,0.1640625,0.267578125,0.5,0.0,1.0
254,0,0.1680671582854905,0.3622047244094488,0.1533203125,0.2666015625,0.5,0.0,1.0
255,0,0.2691538751070186,0.3607843137254902,0.142578125,0.265625,0.5,0.0,1.0
256,1,0.2694749143656006,0.359375,0.1318359375,0.2646484375,0.5,0.0,1.0
257,0,0.1274402621536415,0.3618677042801556,0.123046875,0.2626953125,0.5,0.0,1.0
258,0,0.0616636044604944,0.3604651162790697,0.18359375,0.265625,0.5,0.0,1.0
259,0,0.0417061602664918,0.3590733590733591,0.1708984375,0.2646484375,0.5,0.0,1.0
260,1,0.2610379379107205,0.3576923076923077,0.158203125,0.263671875,0.5,0.0,1.0
261,0,0.0811140742215971,0.3601532567049808,0.1474609375,0.2626953125,0.5,0.0,1.0
262,0,0.1493183645701312,0.3587786259541984,0.205078125,0.265625,0.5,0.0,1.0
263,0,0.1403685961549492,0.3574144486692015,0.19140625,0.2646484375,0.5,0.0,1.0
264,1,0.1947432703730454,0.3560606060606061,0.1787109375,0.263671875,0.5,0.0,1.0
265,0,0.0063720194153493,0.3584905660377358,0.166015625,0.2626953125,0.5,0.0,1.0
266,1,0.2188778596793828,0.3571428571428571,0.22265625,0.265625,0.5,0.0,1.0
267,0,0.2523891023834206,0.3595505617977528,0.20703125,0.2646484375,0.5,0.0,1.0
268,1,0.2088422087044661,0.3582089552238806,0.2607421875,0.2666015625,0.5,0.0,1.0
269,0,0.1689113828301528,0.3605947955390334,0.2421875,0.265625,0.5,0.0,1.0
270,1,0.2097400166268783,0.3592592592592593,0.2939453125,0.2685546875,0.5,0.0,1.0
271,0,0.239904634564013,0.3616236162361623,0.2734375,0.267578125,0.5,0.0,1.0
272,0,0.0,0.3602941176470588,0.32421875,0.26953125,0.5,0.0,1.0
273,0,0.3955912308250694,0.358974358974359,0.30078125,0.2685546875,0.5,0.0,1.0
274,0,0.2390093322687926,0.3576642335766423,0.279296875,0.2685546875,0.5,0.0,1.0
275,0,0.134759141761298,0.3563636363636364,0.259765625,0.267578125,0.5,0.0,1.0
276,0,0.1609046624812399,0.3550724637681159,0.2412109375,0.2666015625,0.5,0.0,1.0
277,0,0.2493741777349188,0.3537906137184115,0.2255859375,0.265625,0.5,0.0,1.0
278,0,0.1883896060965633,0.3525179856115107,0.2099609375,0.2646484375,0.5,0.0,1.0
279,0,0.0,0.3512544802867383,0.1953125,0.263671875,0.5,0.0,1.0
280,1,0.4064492861359319,0.35,0.1826171875,0.2626953125,0.5,0.0,1.0
281,0,0.1889459342767527,0.3523131672597864,0.169921875,0.26171875,0.5,0.0,1.0
282,1,0.30201727117158,0.351063829787234,0.224609375,0.2646484375,0.5,0.0,1.0
283,0,0.1307950152215609,0.3533568904593639,0.2099609375,0.263671875,0.5,0.0,1.0
284,1,0.3536377054245798,0.352112676056338,0.2626953125,0.265625,0.5,0.0,1.0
285,0,0.2286343688892279,0.3543859649122807,0.244140625,0.265625,0.5,0.0,1.0
286,0,0.2608843834475451,0.3531468531468531,0.294921875,0.267578125,0.5,0.0,1.0
287,0,0.0954746633853045,0.3519163763066202,0.2744140625,0.2666015625,0.5,0.0,1.0
288,0,0.3211145289682701,0.3506944444444444,0.255859375,0.265625,0.5,0.0,1.0
289,0,0.2689818164534788,0.3494809688581315,0.23828125,0.2646484375,0.5,0.0,1.0
290,0,0.3301846229564998,0.3482758620689655,0.22265625,0.2646484375,0.5,0.0,1.0
291,0,0.1371912440358421,0.3470790378006873,0.2080078125,0.263671875,0.5,0.0,1.0
292,0,0.1518972881539212,0.3458904109589041,0.193359375,0.2626953125,0.5,0.0,1.0
293,0,0.4303916697683942,0.3447098976109215,0.1806640625,0.26171875,0.5,0.0,1.0
294,1,0.0939984177278452,0.3435374149659864,0.1689453125,0.2607421875,0.5,0.0,1.0
295,0,0.1864050299321679,0.3457627118644067,0.1572265625,0.259765625,0.5,0.0,1.0
296,0,0.3136891362602695,0.3445945945945945,0.212890625,0.2626953125,0.5,0.0,1.0
297,0,0.2097724967714855,0.3434343434343434,0.1982421875,0.26171875,0.5,0.0,1.0
298,1,0.2582953679753293,0.3422818791946309,0.185546875,0.2607421875,0.5,0.0,1.0
299,0,0.1600550970737125,0.3444816053511705,0.1728515625,0.259765625,0.5,0.0,1.0
300,0,0.2370055887847519,0.3433333333333333,0.2265625,0.26171875,0.5,0.0,1.0
301,0,0.0693473148264683,0.3421926910299003,0.2119140625,0.2607421875,0.5,0.0,1.0
