time,y,true_probs,constant_0.5,constant_0,constant_1,laplace,k29_epa,k29_poly3,k29_rbf0.01,mix_01_noiseless,mix_01,mix_10_noiseless,mix_10
23,0,0.1672935799317413,0.5,0.0,1.0,0.0833333333333333,0.0,0.0,0.03515625,0.2,0.0,0.8,0.950219059713594
24,0,0.0003543394808908,0.5,0.0,1.0,0.08,0.0,0.0,0.0263671875,0.2,0.06600459914610549,0.8,0.0
25,1,0.2945221013990516,0.5,0.0,1.0,0.1153846153846153,0.0,0.0,0.0244140625,0.2,0.0,0.8,0.6762929266175837
26,0,0.0,0.5,0.0,1.0,0.1111111111111111,1.0,0.259765625,0.0498046875,0.2,0.16451879507219302,0.8,0.0
27,0,0.0561263111439469,0.5,0.0,1.0,0.1071428571428571,0.02734375,0.1923828125,0.0458984375,0.2,0.0,0.8,1.0
28,0,0.0240199258976281,0.5,0.0,1.0,0.1034482758620689,0.0029296875,0.14453125,0.0439453125,0.2,0.0047850223684880455,0.8,0.4903493010547721
29,0,0.186777059974729,0.5,0.0,1.0,0.1,0.0,0.107421875,0.04296875,0.2,1.0,0.8,1.0
30,0,0.1708611340824782,0.5,0.0,1.0,0.0967741935483871,0.0,0.080078125,0.0419921875,0.2,0.1910976940930306,0.8,0.0
31,0,0.0296070681957855,0.5,0.0,1.0,0.09375,0.0,0.0595703125,0.041015625,0.2,0.0,0.8,0.7703921062854777
32,0,0.0419746436740087,0.5,0.0,1.0,0.0909090909090909,0.0,0.04296875,0.0400390625,0.2,0.0,0.8,0.6374058780181574
33,0,0.0,0.5,0.0,1.0,0.088235294117647,0.0,0.03125,0.0390625,0.2,1.0,0.8,0.0
34,0,0.0,0.5,0.0,1.0,0.0857142857142857,0.0,0.0224609375,0.0380859375,0.2,0.0,0.8,0.8716396005328336
35,0,0.0,0.5,0.0,1.0,0.0833333333333333,0.0,0.0166015625,0.0380859375,0.2,0.3825079439072224,0.8,0.1541260272641728
36,0,0.0,0.5,0.0,1.0,0.081081081081081,0.0,0.01171875,0.037109375,0.2,1.0,0.8,0.9014568792466482
37,0,0.0787773524851094,0.5,0.0,1.0,0.0789473684210526,0.0,0.0087890625,0.0361328125,0.2,0.5564642303402783,0.8,1.0
38,0,0.0672547001876216,0.5,0.0,1.0,0.0769230769230769,0.0,0.005859375,0.0361328125,0.2,0.0,0.8,0.0
39,0,0.0,0.5,0.0,1.0,0.075,0.0,0.00390625,0.03515625,0.2,0.0,0.8,0.7569095883500855
40,0,0.0,0.5,0.0,1.0,0.073170731707317,0.0,0.0029296875,0.03515625,0.2,0.6262658486627899,0.8,1.0
41,0,0.0,0.5,0.0,1.0,0.0714285714285714,0.0,0.001953125,0.03515625,0.2,0.07885662942460467,0.8,0.94707286002572
42,0,0.0,0.5,0.0,1.0,0.0697674418604651,0.0,0.001953125,0.0341796875,0.2,0.6580785396617675,0.8,1.0
43,0,0.0,0.5,0.0,1.0,0.0681818181818181,0.0,0.0009765625,0.0341796875,0.2,0.0,0.8,0.0
44,0,0.1034612792252744,0.5,0.0,1.0,0.0666666666666666,0.0,0.0009765625,0.033203125,0.2,0.37401532293119566,0.8,1.0
45,0,0.0,0.5,0.0,1.0,0.0652173913043478,0.0,0.0009765625,0.033203125,0.2,0.0,0.8,1.0
46,0,0.0,0.5,0.0,1.0,0.0638297872340425,0.0,0.0,0.0322265625,0.2,0.38616801261017003,0.8,1.0
47,0,0.0,0.5,0.0,1.0,0.0625,0.0,0.0,0.0322265625,0.2,1.0,0.8,1.0
48,0,0.0,0.5,0.0,1.0,0.0612244897959183,0.0,0.0,0.0322265625,0.2,0.0,0.8,1.0
49,0,0.0,0.5,0.0,1.0,0.06,0.0,0.0,0.03125,0.2,0.27104448397906133,0.8,0.680076306947979
50,0,0.0,0.5,0.0,1.0,0.0588235294117647,0.0,0.0,0.03125,0.2,0.0,0.8,0.7595563771304582
51,0,0.0,0.5,0.0,1.0,0.0576923076923076,0.0,0.0,0.03125,0.2,0.0,0.8,0.8940232488895982
52,0,0.0,0.5,0.0,1.0,0.0566037735849056,0.0,0.0,0.0302734375,0.2,0.32211971665209,0.8,1.0
53,0,0.0,0.5,0.0,1.0,0.0555555555555555,0.0,0.0,0.0302734375,0.2,0.0,0.8,1.0
54,0,0.0,0.5,0.0,1.0,0.0545454545454545,0.0,0.0,0.0302734375,0.2,0.0,0.8,0.0
55,0,0.0,0.5,0.0,1.0,0.0535714285714285,0.0,0.0,0.029296875,0.2,0.5359005122139525,0.8,0.0
56,0,0.0,0.5,0.0,1.0,0.0526315789473684,0.0,0.0,0.029296875,0.2,0.059387262861593626,0.8,1.0
57,0,0.0,0.5,0.0,1.0,0.0517241379310344,0.0,0.0,0.029296875,0.2,0.35906813977365726,0.8,0.8060406419433015
58,0,0.0,0.5,0.0,1.0,0.0508474576271186,0.0,0.0,0.0283203125,0.2,0.8254073127454049,0.8,1.0
59,0,0.0,0.5,0.0,1.0,0.05,0.0,0.0,0.0283203125,0.2,0.663025049903643,0.8,0.3303175471587426
60,0,0.0,0.5,0.0,1.0,0.0491803278688524,0.0,0.0,0.0283203125,0.2,0.14776408033885358,0.8,0.0
61,0,0.0,0.5,0.0,1.0,0.0483870967741935,0.0,0.0,0.02734375,0.2,0.0,0.8,0.300200939977126
62,0,0.0,0.5,0.0,1.0,0.0476190476190476,0.0,0.0,0.02734375,0.2,1.0,0.8,0.11134545319700595
63,0,0.0,0.5,0.0,1.0,0.046875,0.0,0.0,0.02734375,0.2,0.9013664661007366,0.8,0.6969525209618651
64,0,0.0,0.5,0.0,1.0,0.0461538461538461,0.0,0.0,0.0263671875,0.2,1.0,0.8,0.6686359055634504
65,0,0.0293978823889553,0.5,0.0,1.0,0.0454545454545454,0.0,0.0,0.0263671875,0.2,0.0,0.8,0.8589267857485707
66,0,0.0,0.5,0.0,1.0,0.044776119402985,0.0,0.0,0.0263671875,0.2,0.37449269835359605,0.8,0.9629165291470196
67,0,0.0,0.5,0.0,1.0,0.0441176470588235,0.0,0.0,0.025390625,0.2,1.0,0.8,0.7067379140747905
68,0,0.086763567385319,0.5,0.0,1.0,0.0434782608695652,0.0,0.0,0.025390625,0.2,0.0,0.8,1.0
69,0,0.0,0.5,0.0,1.0,0.0428571428571428,0.0,0.0,0.025390625,0.2,0.0,0.8,1.0
70,0,0.0630388671915419,0.5,0.0,1.0,0.0422535211267605,0.0,0.0,0.0244140625,0.2,0.6823319278605257,0.8,0.3179712564760611
71,0,0.1386080679658597,0.5,0.0,1.0,0.0416666666666666,0.0,0.0,0.0244140625,0.2,0.0,0.8,0.9745673339210047
72,0,0.0857955476690828,0.5,0.0,1.0,0.0410958904109589,0.0,0.0,0.0244140625,0.2,0.8980434806756732,0.8,1.0
73,0,0.193307208125937,0.5,0.0,1.0,0.0405405405405405,0.0,0.0,0.0244140625,0.2,0.6181246842552808,0.8,0.9014755670820264
74,0,0.0,0.5,0.0,1.0,0.04,0.0,0.0,0.0234375,0.2,0.0,0.8,0.6310114019717596
75,0,0.1301053284017275,0.5,0.0,1.0,0.0394736842105263,0.0,0.0,0.0234375,0.2,0.0,0.8,1.0
76,0,0.0253193439964388,0.5,0.0,1.0,0.0389610389610389,0.0,0.0,0.0234375,0.2,0.7487358908138568,0.8,1.0
77,0,0.009712608409565,0.5,0.0,1.0,0.0384615384615384,0.0,0.0,0.0224609375,0.2,0.08767865028476646,0.8,1.0
78,0,0.040932213748896,0.5,0.0,1.0,0.0379746835443038,0.0,0.0,0.0224609375,0.2,0.18517005427804084,0.8,0.0
79,0,0.0686994388768215,0.5,0.0,1.0,0.0375,0.0,0.0,0.0224609375,0.2,0.0,0.8,0.5012424387159236
80,1,0.1055110266749412,0.5,0.0,1.0,0.0493827160493827,0.0,0.0,0.021484375,0.2,0.030367874555565832,0.8,1.0
81,0,0.0,0.5,0.0,1.0,0.048780487804878,0.8193359375,0.236328125,0.0302734375,0.2,0.7260147385674278,0.8,1.0
82,0,0.1870719894840021,0.5,0.0,1.0,0.0481927710843373,0.220703125,0.1806640625,0.0302734375,0.2,0.0,0.8,1.0
83,1,0.1406396600652978,0.5,0.0,1.0,0.0595238095238095,0.068359375,0.1396484375,0.0302734375,0.2,0.35405158982655915,0.8,1.0
84,0,0.0,0.5,0.0,1.0,0.0588235294117647,0.6806640625,0.3232421875,0.0380859375,0.2,0.27550066484910773,0.8,0.0
85,0,0.2342854720573912,0.5,0.0,1.0,0.0581395348837209,0.2578125,0.248046875,0.037109375,0.2,0.0,0.8,1.0
86,0,0.269437991458945,0.5,0.0,1.0,0.057471264367816,0.1025390625,0.193359375,0.037109375,0.2,0.0,0.8,0.8090311183427034
87,0,0.1913180302228992,0.5,0.0,1.0,0.0568181818181818,0.04296875,0.1513671875,0.037109375,0.2,0.0,0.8,1.0
88,0,0.0483048034739446,0.5,0.0,1.0,0.0561797752808988,0.017578125,0.119140625,0.0361328125,0.2,1.0,0.8,0.5454008655648838
89,0,0.0,0.5,0.0,1.0,0.0555555555555555,0.0078125,0.0927734375,0.0361328125,0.2,0.0,0.8,0.0
90,0,0.1555476238451135,0.5,0.0,1.0,0.0549450549450549,0.0029296875,0.072265625,0.0361328125,0.2,0.13936203293692323,0.8,0.8248473026630937
91,0,0.0008945200648859,0.5,0.0,1.0,0.0543478260869565,0.0009765625,0.056640625,0.03515625,0.2,1.0,0.8,1.0
92,0,0.1541547102444884,0.5,0.0,1.0,0.053763440860215,0.0009765625,0.0439453125,0.03515625,0.2,0.8792734138104281,0.8,0.0
93,0,0.0431168569237713,0.5,0.0,1.0,0.0531914893617021,0.0,0.0341796875,0.03515625,0.2,1.0,0.8,1.0
94,0,0.1101097144413596,0.5,0.0,1.0,0.0526315789473684,0.0,0.025390625,0.0341796875,0.2,0.0,0.8,1.0
95,0,0.0381145514427536,0.5,0.0,1.0,0.0520833333333333,0.0,0.01953125,0.0341796875,0.2,1.0,0.8,0.5712599551133741
96,0,0.0631425746921641,0.5,0.0,1.0,0.0515463917525773,0.0,0.015625,0.0341796875,0.2,0.0,0.8,0.0
97,0,0.0,0.5,0.0,1.0,0.0510204081632653,0.0,0.01171875,0.0341796875,0.2,0.7321790251701259,0.8,0.7906182749009285
98,0,0.1514113581514272,0.5,0.0,1.0,0.0505050505050505,0.0,0.0087890625,0.033203125,0.2,1.0,0.8,1.0
99,0,0.0,0.5,0.0,1.0,0.05,0.0,0.0068359375,0.033203125,0.2,0.09922477928654998,0.8,0.0
100,0,0.0,0.5,0.0,1.0,0.0495049504950495,0.0,0.0048828125,0.033203125,0.2,0.37160987120364464,0.8,0.9885330301534703
101,0,0.1339133322539603,0.5,0.0,1.0,0.0490196078431372,0.0,0.00390625,0.033203125,0.2,1.0,0.8,0.11925510034177078
102,0,0.0,0.5,0.0,1.0,0.0485436893203883,0.0,0.0029296875,0.0322265625,0.2,0.0,0.8,0.0
103,0,0.0,0.5,0.0,1.0,0.048076923076923,0.0,0.001953125,0.0322265625,0.2,0.1325542518924494,0.8,1.0
104,0,0.0201714657255019,0.5,0.0,1.0,0.0476190476190476,0.0,0.001953125,0.0322265625,0.2,0.7265433270834123,0.8,0.6244698626067552
105,0,0.0,0.5,0.0,1.0,0.0471698113207547,0.0,0.0009765625,0.0322265625,0.2,0.2898077196841038,0.8,0.5857650172247809
106,0,0.1063929199605271,0.5,0.0,1.0,0.0467289719626168,0.0,0.0009765625,0.03125,0.2,1.0,0.8,0.8005089943887032
107,0,0.0,0.5,0.0,1.0,0.0462962962962962,0.0,0.0009765625,0.03125,0.2,0.33925603376469105,0.8,0.4535894474991769
108,0,0.0,0.5,0.0,1.0,0.0458715596330275,0.0,0.0009765625,0.03125,0.2,0.2203642421660738,0.8,0.5041743805092692
109,0,0.0942009593055443,0.5,0.0,1.0,0.0454545454545454,0.0,0.0,0.03125,0.2,0.0,0.8,1.0
110,0,0.0485082342371236,0.5,0.0,1.0,0.045045045045045,0.0,0.0,0.03125,0.2,0.0,0.8,0.0
111,0,0.0867572565735916,0.5,0.0,1.0,0.0446428571428571,0.0,0.0,0.0302734375,0.2,1.0,0.8,0.7911066958287745
112,0,0.0,0.5,0.0,1.0,0.0442477876106194,0.0,0.0,0.0302734375,0.2,0.1679571518974285,0.8,0.7307212295581372
113,0,0.0,0.5,0.0,1.0,0.043859649122807,0.0,0.0,0.0302734375,0.2,0.0,0.8,0.800539434183539
114,0,0.0956049537999197,0.5,0.0,1.0,0.0434782608695652,0.0,0.0,0.0302734375,0.2,0.0,0.8,0.9017399098405565
115,0,0.0,0.5,0.0,1.0,0.043103448275862,0.0,0.0,0.0302734375,0.2,0.3197249063874171,0.8,0.010644805495941267
116,0,0.0,0.5,0.0,1.0,0.0427350427350427,0.0,0.0,0.029296875,0.2,1.0,0.8,0.8785804610505772
117,0,0.0124427230687577,0.5,0.0,1.0,0.0423728813559322,0.0,0.0,0.029296875,0.2,0.0,0.8,1.0
118,0,0.0,0.5,0.0,1.0,0.042016806722689,0.0,0.0,0.029296875,0.2,0.4985163158168012,0.8,1.0
119,0,0.0,0.5,0.0,1.0,0.0416666666666666,0.0,0.0,0.029296875,0.2,0.0,0.8,1.0
120,0,0.0304073440431226,0.5,0.0,1.0,0.0413223140495867,0.0,0.0,0.029296875,0.2,1.0,0.8,1.0
121,0,0.0,0.5,0.0,1.0,0.040983606557377,0.0,0.0,0.0283203125,0.2,0.7520833281148911,0.8,1.0
122,0,0.0,0.5,0.0,1.0,0.040650406504065,0.0,0.0,0.0283203125,0.2,0.8902271926062566,0.8,0.9236878854821585
123,0,0.0,0.5,0.0,1.0,0.0403225806451612,0.0,0.0,0.0283203125,0.2,0.0,0.8,0.9755927212297599
124,0,0.1063158017599421,0.5,0.0,1.0,0.04,0.0,0.0,0.0283203125,0.2,0.0,0.8,0.8227448632956057
125,0,0.0,0.5,0.0,1.0,0.0396825396825396,0.0,0.0,0.0283203125,0.2,0.0,0.8,1.0
126,0,0.0,0.5,0.0,1.0,0.0393700787401574,0.0,0.0,0.0283203125,0.2,0.386271033047722,0.8,0.0
127,0,0.0,0.5,0.0,1.0,0.0390625,0.0,0.0,0.02734375,0.2,0.0,0.8,1.0
128,0,0.1982499713604374,0.5,0.0,1.0,0.0387596899224806,0.0,0.0,0.02734375,0.2,0.0,0.8,0.5241062893506643
129,0,0.0903808533715152,0.5,0.0,1.0,0.0384615384615384,0.0,0.0,0.02734375,0.2,0.0,0.8,0.8356268846927825
130,0,0.0734940234891881,0.5,0.0,1.0,0.0381679389312977,0.0,0.0,0.02734375,0.2,1.0,0.8,1.0
131,0,0.0,0.5,0.0,1.0,0.0378787878787878,0.0,0.0,0.02734375,0.2,1.0,0.8,0.036195133394449575
132,0,0.1047914631048625,0.5,0.0,1.0,0.037593984962406,0.0,0.0,0.0263671875,0.2,0.0,0.8,0.0
133,0,0.0,0.5,0.0,1.0,0.0373134328358208,0.0,0.0,0.0263671875,0.2,0.0,0.8,1.0
134,0,0.0701404311790359,0.5,0.0,1.0,0.037037037037037,0.0,0.0,0.0263671875,0.2,0.4257735196654079,0.8,1.0
135,0,0.0104533810884397,0.5,0.0,1.0,0.0367647058823529,0.0,0.0,0.0263671875,0.2,0.14482834204849904,0.8,0.8090459051384885
136,0,0.1480221728816374,0.5,0.0,1.0,0.0364963503649635,0.0,0.0,0.0263671875,0.2,0.22284178725924966,0.8,0.09020614800500759
137,0,0.1435756646813147,0.5,0.0,1.0,0.036231884057971,0.0,0.0,0.0263671875,0.2,0.34844091542464617,0.8,0.0
138,0,0.0697660010111698,0.5,0.0,1.0,0.0359712230215827,0.0,0.0,0.025390625,0.2,0.0,0.8,0.8886066549850415
139,0,0.1339706413542599,0.5,0.0,1.0,0.0357142857142857,0.0,0.0,0.025390625,0.2,0.0,0.8,0.0
140,0,0.0,0.5,0.0,1.0,0.0354609929078014,0.0,0.0,0.025390625,0.2,0.0,0.8,1.0
141,0,0.0,0.5,0.0,1.0,0.0352112676056338,0.0,0.0,0.025390625,0.2,0.5078860502879841,0.8,0.16536132215588573
142,1,0.1438705145713059,0.5,0.0,1.0,0.0419580419580419,0.0,0.0,0.025390625,0.2,0.8943078242663127,0.8,0.0
143,0,0.1164704211909823,0.5,0.0,1.0,0.0416666666666666,0.568359375,0.2060546875,0.0302734375,0.2,0.0,0.8,0.30257067750355315
144,0,0.1621807473124238,0.5,0.0,1.0,0.0413793103448275,0.255859375,0.1640625,0.0302734375,0.2,0.0,0.8,0.0
145,1,0.3348806631523615,0.5,0.0,1.0,0.047945205479452,0.119140625,0.130859375,0.0302734375,0.2,0.03019469591222826,0.8,1.0
146,0,0.1879378630794693,0.5,0.0,1.0,0.0476190476190476,0.5771484375,0.2958984375,0.0361328125,0.2,0.965340797438639,0.8,0.8973510149737662
147,0,0.0,0.5,0.0,1.0,0.0472972972972973,0.28515625,0.2353515625,0.0361328125,0.2,0.496829335499632,0.8,0.4184907758293473
148,0,0.1962767223905886,0.5,0.0,1.0,0.046979865771812,0.1435546875,0.189453125,0.03515625,0.2,0.18081693008078212,0.8,0.5482114120790328
149,0,0.0,0.5,0.0,1.0,0.0466666666666666,0.0732421875,0.1533203125,0.03515625,0.2,0.6885993133952102,0.8,0.0
150,0,0.0261300865817558,0.5,0.0,1.0,0.0463576158940397,0.0380859375,0.1240234375,0.03515625,0.2,0.0,0.8,1.0
151,0,0.0582050364204088,0.5,0.0,1.0,0.0460526315789473,0.01953125,0.099609375,0.03515625,0.2,0.0,0.8,0.6720301756327185
152,0,0.2284543728948788,0.5,0.0,1.0,0.0457516339869281,0.0107421875,0.0810546875,0.0341796875,0.2,0.0,0.8,1.0
153,0,0.0,0.5,0.0,1.0,0.0454545454545454,0.0048828125,0.0654296875,0.0341796875,0.2,0.2534207223350092,0.8,1.0
154,0,0.0,0.5,0.0,1.0,0.0451612903225806,0.0029296875,0.0517578125,0.0341796875,0.2,1.0,0.8,0.4511090990498393
155,0,0.0204669994862654,0.5,0.0,1.0,0.0448717948717948,0.0009765625,0.0419921875,0.0341796875,0.2,0.0,0.8,0.847912909436892
156,0,0.0,0.5,0.0,1.0,0.0445859872611464,0.0009765625,0.033203125,0.0341796875,0.2,0.2803270308938054,0.8,1.0
157,0,0.1234393753633513,0.5,0.0,1.0,0.0443037974683544,0.0,0.0263671875,0.033203125,0.2,0.3384304037652879,0.8,0.0
158,0,0.0,0.5,0.0,1.0,0.0440251572327044,0.0,0.021484375,0.033203125,0.2,0.4549534538592381,0.8,1.0
159,0,0.0,0.5,0.0,1.0,0.04375,0.0,0.0166015625,0.033203125,0.2,0.22095239258808355,0.8,0.3786946103972876
160,0,0.0,0.5,0.0,1.0,0.0434782608695652,0.0,0.013671875,0.033203125,0.2,0.47539156456274084,0.8,0.8980801105671412
161,0,0.0,0.5,0.0,1.0,0.0432098765432098,0.0,0.0107421875,0.033203125,0.2,0.7151033087922025,0.8,0.0
162,0,0.154746485786668,0.5,0.0,1.0,0.0429447852760736,0.0,0.0087890625,0.0322265625,0.2,0.4294003168668401,0.8,1.0
163,0,0.0477003050212755,0.5,0.0,1.0,0.0426829268292682,0.0,0.0068359375,0.0322265625,0.2,0.5172980169736354,0.8,0.7297406899211338
164,0,0.0,0.5,0.0,1.0,0.0424242424242424,0.0,0.0048828125,0.0322265625,0.2,0.8897603595139778,0.8,1.0
165,0,0.0,0.5,0.0,1.0,0.0421686746987951,0.0,0.00390625,0.0322265625,0.2,0.0,0.8,0.029121020449064727
166,0,0.0132581889174827,0.5,0.0,1.0,0.0419161676646706,0.0,0.0029296875,0.0322265625,0.2,0.0,0.8,0.0
167,0,0.0,0.5,0.0,1.0,0.0416666666666666,0.0,0.0029296875,0.0322265625,0.2,0.37122147119316695,0.8,0.0
168,0,0.0,0.5,0.0,1.0,0.0414201183431952,0.0,0.001953125,0.03125,0.2,0.0,0.8,0.9853266880987747
169,0,0.0300467039523358,0.5,0.0,1.0,0.0411764705882352,0.0,0.001953125,0.03125,0.2,1.0,0.8,0.9188279050327876
170,0,0.0,0.5,0.0,1.0,0.0409356725146198,0.0,0.0009765625,0.03125,0.2,0.0,0.8,0.0
171,0,0.0,0.5,0.0,1.0,0.0406976744186046,0.0,0.0009765625,0.03125,0.2,0.6674023872934736,0.8,1.0
172,0,0.0,0.5,0.0,1.0,0.0404624277456647,0.0,0.0009765625,0.03125,0.2,0.0,0.8,1.0
173,0,0.0,0.5,0.0,1.0,0.0402298850574712,0.0,0.0009765625,0.03125,0.2,1.0,0.8,0.9659996014290602
174,0,0.0,0.5,0.0,1.0,0.04,0.0,0.0009765625,0.0302734375,0.2,0.4836860673677554,0.8,0.16541656451540188
175,0,0.0,0.5,0.0,1.0,0.0397727272727272,0.0,0.0,0.0302734375,0.2,0.9649672291640099,0.8,1.0
176,0,0.0,0.5,0.0,1.0,0.03954802259887,0.0,0.0,0.0302734375,0.2,1.0,0.8,1.0
177,0,0.0,0.5,0.0,1.0,0.0393258426966292,0.0,0.0,0.0302734375,0.2,0.0,0.8,0.0
178,0,0.0,0.5,0.0,1.0,0.0391061452513966,0.0,0.0,0.0302734375,0.2,0.9402975902810509,0.8,0.9260226550500544
179,0,0.0,0.5,0.0,1.0,0.0388888888888888,0.0,0.0,0.0302734375,0.2,0.0,0.8,0.5188157167139844
180,0,0.0,0.5,0.0,1.0,0.0386740331491712,0.0,0.0,0.0302734375,0.2,0.37316409186438376,0.8,0.7468343660718348
181,0,0.0,0.5,0.0,1.0,0.0384615384615384,0.0,0.0,0.029296875,0.2,0.530340600887873,0.8,1.0
182,0,0.0,0.5,0.0,1.0,0.0382513661202185,0.0,0.0,0.029296875,0.2,0.5340142482234491,0.8,1.0
183,0,0.0,0.5,0.0,1.0,0.0380434782608695,0.0,0.0,0.029296875,0.2,1.0,0.8,0.44887642527822946
184,0,0.0,0.5,0.0,1.0,0.0378378378378378,0.0,0.0,0.029296875,0.2,0.4629557504746857,0.8,0.6748715720238913
185,0,0.0190670248921333,0.5,0.0,1.0,0.0376344086021505,0.0,0.0,0.029296875,0.2,0.0,0.8,0.6063576299144653
186,0,0.0,0.5,0.0,1.0,0.0374331550802139,0.0,0.0,0.029296875,0.2,0.8480962331255562,0.8,1.0
187,0,0.0,0.5,0.0,1.0,0.0372340425531914,0.0,0.0,0.029296875,0.2,0.11036406999957564,0.8,0.0
188,0,0.0,0.5,0.0,1.0,0.037037037037037,0.0,0.0,0.0283203125,0.2,0.5705950712636908,0.8,1.0
189,0,0.0,0.5,0.0,1.0,0.0368421052631578,0.0,0.0,0.0283203125,0.2,1.0,0.8,1.0
190,0,0.1593441747605432,0.5,0.0,1.0,0.0366492146596858,0.0,0.0,0.0283203125,0.2,0.3322647774620141,0.8,1.0
191,0,0.0,0.5,0.0,1.0,0.0364583333333333,0.0,0.0,0.0283203125,0.2,0.2281714518547784,0.8,0.0
192,0,0.0514889559619139,0.5,0.0,1.0,0.0362694300518134,0.0,0.0,0.0283203125,0.2,0.006697381991187162,0.8,1.0
193,0,0.0304036601853838,0.5,0.0,1.0,0.0360824742268041,0.0,0.0,0.0283203125,0.2,1.0,0.8,0.0
194,0,0.0,0.5,0.0,1.0,0.0358974358974358,0.0,0.0,0.0283203125,0.2,0.0,0.8,1.0
195,0,0.1046346934953708,0.5,0.0,1.0,0.0357142857142857,0.0,0.0,0.02734375,0.2,1.0,0.8,0.9763708170958343
196,0,0.043399805679006,0.5,0.0,1.0,0.0355329949238578,0.0,0.0,0.02734375,0.2,0.0,0.8,0.0
197,0,0.145375869862104,0.5,0.0,1.0,0.0353535353535353,0.0,0.0,0.02734375,0.2,0.8540974805619688,0.8,1.0
198,1,0.1575082105719762,0.5,0.0,1.0,0.0402010050251256,0.0,0.0,0.02734375,0.2,0.3805594733744839,0.8,0.9868853395739545
199,0,0.2976914232274467,0.5,0.0,1.0,0.04,0.4755859375,0.1845703125,0.0322265625,0.2,0.0,0.8,0.26377538516567955
200,1,0.220417660466571,0.5,0.0,1.0,0.044776119402985,0.2529296875,0.1513671875,0.03125,0.2,0.03431148412213039,0.8,0.0
201,0,0.0543767976492032,0.5,0.0,1.0,0.0445544554455445,0.59375,0.298828125,0.0361328125,0.2,1.0,0.8,0.0
202,1,0.0709749948916274,0.5,0.0,1.0,0.0492610837438423,0.3291015625,0.2421875,0.0361328125,0.2,0.0,0.8,1.0
203,1,0.2075484695654148,0.5,0.0,1.0,0.0539215686274509,0.6220703125,0.37890625,0.04296875,0.2,0.23530883306930367,0.8,1.0
204,1,0.1648034727732647,0.5,0.0,1.0,0.0585365853658536,0.7822265625,0.5146484375,0.0625,0.2,0.0,0.8,1.0
205,0,0.1639929026606857,0.5,0.0,1.0,0.058252427184466,0.8720703125,0.658203125,0.0966796875,0.2,0.0,0.8,0.477678009743628
206,0,0.0,0.5,0.0,1.0,0.0579710144927536,0.5126953125,0.4423828125,0.0859375,0.2,0.0,0.8,1.0
